tsn,mv_code_name,birst_code_name,mv_external_product_name,birst_external_product_name,mv_partner_parent_name,birst_partner_parent_name,mv_service_state,birst_service_state,mv_dg_tivomax_promo,birst_dg_tivomax_promo,mv_dg_tivomax_adroll,birst_dg_tivomax_adroll,mv_dg_tivomax_noadroll,birst_dg_tivomax_noadroll,mv_dg_retail_tivo_s5_us,birst_dg_retail_tivo_s5_us,mv_dg_retail_tivo_s6_us,birst_dg_retail_tivo_s6_us,mv_dg_retail_tivo_s7_us,birst_dg_retail_tivo_s7_us,mv_dg_retail_tivo_notuner_s6_us,birst_dg_retail_tivo_notuner_s6_us,mv_dg_webkit_tivoplus,birst_dg_webkit_tivoplus,mv_series,birst_series,mv_dg_webkit_tubitv,birst_dg_webkit_tubitv,mv_dg_webkit_plutotv,birst_dg_webkit_plutotv,,code_name_status,external_product_name_status,partner_parent_name_status,service_state_status,dg_tivomax_promo_status,dg_tivomax_adroll_status,dg_tivomax_noadroll_status,dg_retail_tivo_s5_us_status,dg_retail_tivo_s6_us_status,dg_retail_tivo_s7_us_status,dg_retail_tivo_notuner_s6_us_status,dg_webkit_tivoplus_status,series_status,dg_webkit_tubitv_status,dg_webkit_plutotv_status
D22000005003146,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005053781,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005192135,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690029E97CA7C1,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69005E8BD3E29E,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6900FBAD8A1335,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69017792D32CC7,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901A2643E5F98,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901EB9191A1F2,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690218509FD6F8,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6908D952787E41,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6909D7442DEA47,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690ACE74910BD0,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690BFD54760249,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C17CC627C31,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001A0FC1F,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001A9B0A0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00024D0414,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000374881A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003748F23,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901F9E2141EB2,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004882566,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003489441,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0004173ACC,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000112CD1A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001FE46FB,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002014287,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00024ABA13,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000307311A,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000497187B,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004987877,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005049227,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901F8B54DF803,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69038248AE9FE4,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69041D16EB3A3D,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69042C056EEDD3,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690576A55A4637,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69070ECE52E91E,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690937546B24BC,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690B3B989B02D0,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690CAE2EE056A2,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690D880DEB58DA,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690E3D9A8D6062,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690F19686399A0,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00038B87F5,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00039BB0CB,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00039BB489,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003C91378,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00036AAF24,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190C1D49C,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000A5BCB8,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000235B6FE,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003215CFE,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690DE54C4529D6,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004927750,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690CE89AA7989D,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690DDC4D20F70E,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690F3C36263A25,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00040095F5,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000402CFB1,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00011521F2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002239B1B,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002836402,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000283D60C,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000288F3A4,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00017C7F99,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00021893B2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000985DC7,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001B8ABCC,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001D5ED85,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001F7DD8A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000505083B,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6900EF1C3368D4,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6908372360F5B4,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690A51328EC779,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190BCF325,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190C1D6A2,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190C1D71D,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003D13047,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6906EEE61C80D6,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690874E1A8AEDE,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690F40CE07E2D9,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00037968D0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000503345F,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69068F057786A6,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
